model,alpha,n_obs,breaches,breach_rate,expected_breaches,avg_var,avg_es
HS,0.975,4540,124,0.027312775330396475,113.5000000000001,0.014114846334548467,0.020777220747792424
FHS,0.975,4540,113,0.02488986784140969,113.5000000000001,0.014175103895085986,0.019153845163480693
MC_GARCH_T,0.975,4540,126,0.027753303964757708,113.5000000000001,0.012815764222964673,0.016498566470622415
